identification ID,cell line,Identified Protein,gene symbol,Accession Number,Molecular Weight,Protein Grouping Ambiguity,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-98,hsa-mir-1-1,hsa-mir-1-2,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-10b,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-18a,hsa-mir-18b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-25,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-31,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-93,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-122,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-140,hsa-mir-141,hsa-mir-143,hsa-mir-145,hsa-mir-155,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-205,hsa-mir-206,hsa-mir-214,hsa-mir-221,hsa-mir-222,hsa-mir-363,hsa-mir-429,hsa-mir-451
N-74,SK-N-MC,"programmed cell death 11, isoform CRA_a [Homo sapiens]",PDCD11,gi|119570024,209 kDa,,,,,24,,,6,3,,,14,,9,17,14,6,18,,4,5,,,2,9,9,3,,,,14,2,2,13,14,25,3,,,,3,,28,3,,,4,2,2,26,2,2,15,,15,17,,12,,5,5,10,,20,8,7,2,14,7,,5,,
"L-341,2",A549,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,4,2,3,2,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,3,3,,,,5,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-481,2",DLD-1,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,,,,,,,,,,,,2,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,2,,8,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,
"P-616,1",DU145,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,true,,3,,,,3,,,,2,5,,,,10,,,,,,,,,,,,,,,,3,,2,,2,,,,,2,,16,,,2,,,2,,,4,2,,,,,,,,,,,,3,,,,,,2,2,
H-266,HEPG2,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,8,9,5,10,7,11,5,11,8,5,10,2,6,3,10,9,8,,,2,5,2,6,2,5,5,4,5,6,3,5,3,8,5,6,,2,4,4,4,7,14,5,3,9,6,4,9,6,6,6,7,6,4,3,4,5,4,7,4,5,6,5,5,6,8,9,6,,6,,
"J-315,1",Jurkat,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,,,4,,2,3,3,,,6,7,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,14,,,,,,,,,3,,,,,,,,2,,,,,,,,,,2,10,,
G-68,LN-229,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,14,15,32,27,14,26,14,14,16,35,34,11,7,,18,17,8,7,,,3,,25,2,5,16,4,9,15,3,,,19,8,11,,7,,5,8,14,23,,,2,3,2,3,15,,22,20,,4,,,4,,6,4,3,2,6,11,4,,16,20,2,23,7,
B-164,MCF7,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,2,7,4,6,9,9,6,3,5,15,11,3,2,,7,8,2,2,,,3,,5,,,4,,8,2,2,4,,10,5,6,2,,,3,,7,17,2,4,3,2,,4,3,2,4,15,,2,,3,4,3,2,3,2,2,8,13,8,,3,11,4,12,5,
"T-414,2",NTERA-2,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,11,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,
"R-88,1",Raji,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,3,4,11,,2,7,7,2,2,17,14,4,,,11,5,,,,,,,4,,,,,,,,,,2,,3,,,,,2,2,4,,,,,,,,,12,15,,,,,,,,,,,,5,,2,11,5,,17,,
"M-304,1",SK-MEL-28,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,3,9,2,,,6,3,,5,4,4,,2,2,8,,2,2,,,2,,4,,,4,2,4,,4,,,2,,,,,,,,,7,,,3,,,,2,,,,2,,2,,3,,2,,,,3,,,5,2,2,,4,,2
"N-720,2",SK-N-MC,regulator of nonsense transcripts 1 [Homo sapiens],UPF1,gi|18375673,123 kDa,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L-218,1",A549,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,5,,3,6,,4,3,4,4,4,3,,,,,,,2,,,,2,4,,,,2,,2,4,,,,2,2,,,2,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-311,1",DLD-1,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,7,,,4,,,3,4,,2,,,,3,,,,,,2,,2,,,2,,3,,,3,,3,,,,,,,14,2,,,2,,6,,,,2,,,,,3,,2,,,,2,3,2,,3,2,,,4,
"P-685,1",DU145,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,3,,,4,,5,,,,,,,9,,,,2,,2,,,2,3,,2,,,,,,,,,,3,,,,,,2,3,
"H-449,1",HEPG2,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,true,3,2,5,5,6,5,6,5,4,5,3,3,4,2,5,4,5,,,,,,3,,3,,,3,,,,2,5,3,5,2,2,3,,,6,11,4,2,3,4,,5,3,3,,4,,,3,,3,,,,3,,4,5,4,,7,2,,3,,2
"J-718,1",Jurkat,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,
"G-417,1",LN-229,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,2,,,2,,3,6,2,,6,7,,,,,2,,,,,,,2,,,,,2,,,2,,4,,,,,,,,,3,,,,,,,,,,,,2,,,,,,3,,,,,,,2,,,,,
"B-771,1",MCF7,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
"T-270,1",NTERA-2,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,4,,3,,6,,2,10,2,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,
"M-416,1",SK-MEL-28,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,2,,3,,5,2,,3,6,,2,,3,,,2,,,4,,5,,,2,,,,3,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,,,,,,,,,,4,,,,,
"N-521,1",SK-N-MC,NOL6 protein [Homo sapiens],NOL6,gi|20988377,127 kDa,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,,,2,,,,,
"C-857,4",DLD-1,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
"P-1857,4",DU145,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H-562,4",HEPG2,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,3,5,4,5,4,4,3,4,,,2,,2,,,3,2,4,2,3,,3,3,2,2,2,,,3,2,,2,2,2,,,,3,,,,,,,,,3,2,3,5,,,3,,,4,,4,2,2,2,2,3,,,4,4,3,,,,2
"G-1354,4",LN-229,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-1062,4",MCF7,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T-796,5",NTERA-2,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-963,4",SK-MEL-28,Era GTPase A protein [Homo sapiens],ERAL1,gi|3415109,49 kDa,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L-211,2",A549,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,3,,4,5,2,4,7,,4,4,3,,,,,,,4,,5,,7,4,,2,,,,,6,,3,5,5,9,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-112,1",DLD-1,"UTP20, small subunit (SSU) processome component, homolog (yeast), isoform CRA_e [Homo sapiens]",UTP20,gi|119618062,318 kDa,,2,,3,7,,,3,5,5,5,2,,12,5,13,,,3,,9,,17,4,7,2,8,,,8,17,18,3,8,4,13,2,,,2,5,2,15,3,,3,20,,10,5,,5,4,,6,,10,11,8,14,4,,6,13,12,3,8,17,,,,21,
"P-279,2",DU145,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,,,,,,,2,,,6,4,,11,4,8,2,,,,,,,,,,,,,,2,5,,5,5,15,,,,,6,4,23,,,,,,7,,,,,2,12,,,,2,,2,,,7,36,2,,13,4,11,,23,3
"H-111,1",HEPG2,"UTP20, small subunit (SSU) processome component, homolog (yeast), isoform CRA_e [Homo sapiens]",UTP20,gi|119618062,318 kDa,,15,7,23,9,9,9,21,23,16,22,19,,25,12,17,28,13,10,5,8,5,5,12,2,8,5,,4,4,5,15,7,18,8,19,,2,5,9,12,9,48,6,6,6,15,15,24,15,11,15,18,12,15,3,15,10,12,32,9,10,11,20,49,17,7,28,10,10,8,,
"J-451,1",Jurkat,"UTP20, small subunit (SSU) processome component, homolog (yeast), isoform CRA_e [Homo sapiens]",UTP20,gi|119618062,318 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,2,,,,,,11,,,,,,,,,,,,,,,,,5,,9,
"G-262,2",LN-229,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,,,3,5,,2,7,4,,7,7,,,,,3,,,,,,3,2,3,,3,,,,4,8,,5,5,9,2,,,2,,,3,,,,7,,,,,4,3,,5,,,,,2,2,,,,5,2,,7,,,,8,
"B-277,1",MCF7,"UTP20, small subunit (SSU) processome component, homolog (yeast), isoform CRA_e [Homo sapiens]",UTP20,gi|119618062,318 kDa,,3,,,2,8,8,,2,8,4,,,3,,3,,,,,2,,,,,,,,,,2,3,,4,,12,,,,,,,23,3,,2,16,,,,,4,4,,2,,,,,,,,,,26,3,,2,3,,,2,
"T-249,2",NTERA-2,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,6,,,,4,,,,,2,,,,,,6,,8,,,2,,,2,,2,,,3,2,,,2,,,5,13,3,,,2,
"M-95,2",SK-MEL-28,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,7,,,2,10,4,15,17,8,14,19,,10,,11,6,2,20,5,17,3,17,13,9,6,14,2,,12,11,11,,5,7,14,,,,2,4,,15,,,3,14,,7,3,3,,6,2,17,,9,8,,7,3,,2,6,9,10,,13,6,,5,11,
"N-242,2",SK-N-MC,small subunit processome component 20 homolog [Homo sapiens],UTP20,gi|120587023,318 kDa,,,,,5,,,,,,,,,5,11,7,2,7,,2,,,,,2,,,,,,3,,,2,3,7,,,,,,,4,,,,2,,,9,,,9,,5,2,,,,,4,4,,8,5,,2,4,2,,,,
"L-543,1",A549,QUAKING isoform 3 [Homo sapiens],QKI,gi|7542357,37 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-1853,DU145,unnamed protein product [Homo sapiens],QKI,gi|14041905,36 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H-998,1",HEPG2,QUAKING isoform 3 [Homo sapiens],QKI,gi|7542357,37 kDa,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-932,LN-229,unnamed protein product [Homo sapiens],QKI,gi|14041905,36 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,
"B-1020,2",MCF7,QUAKING isoform 3 [Homo sapiens],QKI,gi|7542357,37 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-1025,1",SK-MEL-28,QUAKING isoform 3 [Homo sapiens],QKI,gi|7542357,37 kDa,true,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-548,2",DLD-1,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,6,,,4,,,,,,,2,,,,5,,2,
"P-542,2",DU145,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,2,,2,,,3,,2,,,,,,,,,,,2,,,3,3,2,,2,4,,2,3,5,2,10,3,,4,7,,3,3,4,3,,,,,6,5,,,2,,,4,,,2,,2,2,3,,2,2
"H-827,2",HEPG2,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,3,,,,2,4,,,3,,2,10,,,2,,,4,3,,,4,,,,,,2,,,5,5,,,2,,,,
"J-636,3",Jurkat,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,2,,,,,,,,,,
"G-439,2",LN-229,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,3,,,4,2,,2,3,,,5,,,,2,,,,,,5,,3,5,,3,2,2,,,2,,,,,,5,
"B-316,2",MCF7,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,3,2,2,3,,2,2,,,,,,,,,,,,,3,2,3,,,4,3,3,2,,3,2,5,3,,9,4,,,4,3,7,16,,,,,3,2,,,2,6,,,3,,,,2,2,3,5,,2,2,5,3,3,3
"R-490,2",Raji,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-630,2",SK-MEL-28,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,2,,2,,,2,,3,,3,,2,2,,,2,2,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,11,,,,,,,,,,2,,,,4,,2,
"N-418,2",SK-N-MC,poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens],PUF60,gi|17298690,58 kDa,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,2,,,,,,,2,,,3,2,,,2,,,,,,,4,,,,,2,7,,6,,2,2,2,,,,,,,2,,,,
P-1785,DU145,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
J-722,Jurkat,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
G-1201,LN-229,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
T-749,NTERA-2,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
R-593,Raji,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
N-987,SK-N-MC,U7 snRNA-associated Sm-like protein LSm10 [Homo sapiens],LSM10,gi|14249632,14 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-1630,DU145,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
J-714,Jurkat,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
G-1071,LN-229,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
T-717,NTERA-2,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-526,Raji,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
N-998,SK-N-MC,U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens],LSM11,gi|27735089,39 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
G-1049,LN-229,"cancer susceptibility candidate 3, isoform CRA_a [Homo sapiens]",CASC3,gi|119581047,80 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
R-603,Raji,"cancer susceptibility candidate 3, isoform CRA_a [Homo sapiens]",CASC3,gi|119581047,80 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"L-13,1",A549,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,,,4,46,14,29,4,21,6,31,7,2,2,,20,2,,5,25,18,5,10,26,15,20,34,15,22,43,42,3,14,15,17,6,25,30,,17,,4,45,31,4,29,15,,2,3,3,6,36,,2,8,9,,,2,5,,,,,3,23,10,10,19,19,,
"C-224,1",DLD-1,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,,,,7,,23,2,,,6,3,,,,3,,,,3,2,3,6,7,2,,3,,2,20,7,,,,,,4,4,,4,,,8,,2,2,3,2,,,,2,13,3,,,3,2,2,2,,,,,2,,,,8,8,4,,
"P-171,1",DU145,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,4,2,15,24,2,50,2,2,9,26,17,,,4,12,3,,,2,3,2,,16,5,2,4,4,3,7,5,9,3,13,8,12,5,5,,4,3,16,25,4,5,2,7,3,7,6,5,7,36,3,,2,8,,,2,2,,4,3,,2,,6,6,6,24,6,6
"H-394,1",HEPG2,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,,,,11,,3,,,2,6,2,,3,6,8,2,,2,3,2,3,,,2,,4,5,5,7,9,,,,,,,7,,4,,2,,4,4,8,5,4,3,,2,,28,,2,3,7,2,6,3,4,,6,4,3,3,6,2,8,10,4,,
"J-248,1",Jurkat,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,2,,5,3,2,7,2,,2,2,,,,,2,,,,,,,,2,,3,2,,,,,2,,2,,5,,,,2,,,2,,,2,2,,,,,,11,,,,,3,3,,2,2,,2,,,3,,2,,9,2,4
"G-40,1",LN-229,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,19,7,56,51,21,39,7,15,21,32,38,21,12,2,12,16,,11,6,6,5,,32,7,10,22,7,13,18,14,5,4,22,22,8,5,15,4,14,15,23,36,5,3,4,15,5,5,7,,21,50,,7,6,10,9,9,6,7,2,7,8,6,12,2,19,21,6,39,8,3
"B-312,1",MCF7,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,,,,10,9,9,,,,6,,,,,,,,,,,2,,4,,2,,2,5,3,,2,4,6,,4,2,2,,5,,2,5,4,3,,2,,,,2,2,8,,,,3,,,,,,,,,,,,2,,7,,
"T-263,1",NTERA-2,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,5,,2,,,,3,,,,,,,,,,,,,,4,,2,,,,2,3,5,,,,4,3,,,3,2,,,4,3,3,,,,,,2,,4,2,2,,,,,5,,,3,,,,,,,2,,2,,
"R-142,1",Raji,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,2,2,8,15,3,13,,,3,6,4,,,,,,,,2,,,,2,2,2,,,2,3,,,,,,,,,,4,,,6,,,,,,,,,3,13,,,,,,,,,,,,,,,,4,3,10,,
"M-264,1",SK-MEL-28,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,,,,2,8,10,3,2,,8,,,,7,3,4,2,,3,2,3,,6,,4,7,2,4,12,4,,,3,,,5,4,,2,2,,3,2,,,5,,,,2,2,8,,2,2,3,,,,2,4,,2,,,,4,4,6,5,2,
"N-104,1",SK-N-MC,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],NONO,gi|34932414,54 kDa,true,5,3,18,28,3,21,4,2,4,7,9,2,6,5,7,6,4,3,,4,3,,6,4,7,4,7,7,5,13,6,3,5,6,6,3,5,4,,15,,10,,4,,3,2,2,4,4,3,29,4,10,8,,7,3,3,9,5,2,3,4,7,7,5,8,2,,2,3
"L-8,1",A549,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,7,2,7,46,27,35,4,20,7,30,6,4,,4,26,,,10,29,18,3,21,28,22,22,35,19,31,66,65,4,32,18,25,5,32,40,4,19,,7,47,41,8,36,15,,,2,4,7,48,,,9,9,,4,,6,,,,,3,25,9,18,36,21,,
"C-131,2",DLD-1,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,2,2,4,22,4,31,3,4,2,15,6,3,2,,7,,,2,2,3,4,15,13,6,6,6,4,7,22,13,,4,4,3,3,5,7,4,7,,2,11,8,3,4,3,2,3,,2,3,21,3,,,5,4,6,,,,2,,,,3,,5,12,7,,2
"P-121,2",DU145,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,8,3,14,28,7,50,,2,17,37,24,5,5,2,13,8,3,3,2,2,,2,17,3,4,4,4,7,10,6,7,4,12,8,14,5,3,3,7,4,18,18,5,2,2,4,5,6,8,2,6,53,2,7,2,6,,4,4,3,2,5,8,2,3,2,6,15,4,32,7,7
"H-298,2",HEPG2,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,,4,2,16,5,16,4,3,2,9,4,2,4,10,14,,,,,,2,3,2,2,2,6,4,13,15,13,,,5,,,,9,,3,4,4,5,5,4,5,,5,4,6,3,,31,,6,7,4,6,3,3,9,6,3,,5,2,5,,8,4,8,,
"J-200,2",Jurkat,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,,,6,6,,11,,,4,6,3,,,2,3,3,3,,,,,,5,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,4,15,2,3,3,,4,2,,5,3,,,,,2,2,,,13,2,
"G-29,1",LN-229,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,18,12,45,49,16,43,12,18,29,32,39,27,12,2,20,20,5,14,8,10,11,9,33,9,15,21,13,14,19,15,10,7,27,24,23,7,18,4,22,15,33,41,5,,6,16,4,6,13,,24,50,2,17,3,10,15,7,6,14,8,6,5,10,11,6,20,24,9,41,12,
"B-263,2",MCF7,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,,,2,8,13,13,,,,7,,2,,,,,,,,,,,6,,2,2,,7,2,2,,,2,,,,,,2,,2,11,,,,,,,,,,13,,,,5,,2,,,,,,,,,2,4,2,11,,
"T-166,3",NTERA-2,"splicing factor, proline- and glutamine-rich [Homo sapiens]",SFPQ,gi|4826998,76 kDa,true,5,2,,,2,3,4,3,3,4,,2,2,,,4,,2,,,3,,4,,3,3,,3,5,3,5,2,6,2,,,4,2,4,2,3,3,3,,,,4,,4,,6,9,,,2,,,4,,,4,,,,,,5,,2,9,2,
